building_source_id,building_id,source_key,relationship
CHI-CHI1850-064-S01,CHI-CHI1850-064,ANDREAS_V1,supports_record
CHI-CHI1850-065-S01,CHI-CHI1850-065,ANDREAS_V1,supports_record
CHI-CHI1850-066-S01,CHI-CHI1850-066,ANDREAS_V1,supports_record
CHI-CHI1850-067-S01,CHI-CHI1850-067,ANDREAS_V1,supports_record
CHI-B1860-001-S01,CHI-B1860-001,EOC_WIGWAM,supports_record
CHI-B1860-001-S02,CHI-B1860-001,LOC_WIGWAM_IMAGE,supports_record
CHI-B1860-002-S01,CHI-B1860-002,ANDREAS2_DRAMA,supports_record
CHI-B1860-003-S01,CHI-B1860-003,ANDREAS2_CATHOLIC,supports_record
CHI-B1860-004-S01,CHI-B1860-004,ANDREAS2_GRAIN,supports_record
CHI-B1860-005-S01,CHI-B1860-005,ANDREAS2_PROTESTANT,supports_record
CHI-B1860-006-S01,CHI-B1860-006,ANDREAS2_PROTESTANT,supports_record
CHI-B1860-007-S01,CHI-B1860-007,ANDREAS2_SOCIAL,supports_record
CHI-B1860-007-S02,CHI-B1860-007,ANDREAS2_CIVILWAR,supports_record
CHI-B1860-008-S01,CHI-B1860-008,ANDREAS2_CIVILWAR,supports_record
CHI-B1860-009-S01,CHI-B1860-009,ANDREAS2_EDU,supports_record
CHI-B1860-010-S01,CHI-B1860-010,ANDREAS2_EDU,supports_record
CHI-B1860-011-S01,CHI-B1860-011,ANDREAS2_EDU,supports_record
CHI-B1860-012-S01,CHI-B1860-012,ANDREAS2_CATHOLIC,supports_record
CHI-B1860-013-S01,CHI-B1860-013,ANDREAS2_PROTESTANT,supports_record
CHI-B1860-014-S01,CHI-B1860-014,ANDREAS2_PROTESTANT,supports_record
CHI-B1860-015-S01,CHI-B1860-015,CITY_NOBLE,supports_record
CHI-B1860-016-S01,CHI-B1860-016,CITY_ROSEHILL,supports_record
CHI-B1860-017-S01,CHI-B1860-017,ANDREAS2_CIVILWAR,supports_record
CHI-B1860-018-S01,CHI-B1860-018,ANDREAS2_CIVILWAR,supports_record
CHI-B1860-018-S02,CHI-B1860-018,CITY_SOLDIERS,supports_record
CHI-B1860-019-S01,CHI-B1860-019,ANDREAS2_CATHOLIC,supports_record
CHI-B1860-020-S01,CHI-B1860-020,ANDREAS2_PROTESTANT,supports_record
CHI-B1860-021-S01,CHI-B1860-021,ANDREAS2_PROTESTANT,supports_record
CHI-B1860-022-S01,CHI-B1860-022,ANDREAS2_COMMERCE,supports_record
CHI-B1860-023-S01,CHI-B1860-023,EOC_STOCKYARD,supports_record
CHI-B1860-023-S02,CHI-B1860-023,ANDREAS2_CIVILWAR,supports_record
CHI-B1860-024-S01,CHI-B1860-024,ANDREAS2_DRAMA,supports_record
CHI-B1860-025-S01,CHI-B1860-025,ANDREAS2_PROTESTANT,supports_record
CHI-B1860-026-S01,CHI-B1860-026,ANDREAS2_PROTESTANT,supports_record
CHI-B1860-027-S01,CHI-B1860-027,ANDREAS2_PROTESTANT,supports_record
CHI-B1860-028-S01,CHI-B1860-028,ANDREAS2_PROTESTANT,supports_record
CHI-B1860-029-S01,CHI-B1860-029,ANDREAS2_GRAIN,supports_record
CHI-B1860-030-S01,CHI-B1860-030,ANDREAS2_HOTELS,supports_record
CHI-B1860-031-S01,CHI-B1860-031,ANDREAS2_EDU,supports_record
CHI-B1860-032-S01,CHI-B1860-032,ANDREAS2_EDU,supports_record
CHI-B1860-033-S01,CHI-B1860-033,ANDREAS2_INFRA,supports_record
CHI-B1860-034-S01,CHI-B1860-034,ANDREAS2_SOCIAL,supports_record
CHI-B1860-035-S01,CHI-B1860-035,ANDREAS2_EDU,supports_record
CHI-B1860-036-S01,CHI-B1860-036,ANDREAS2_EDU,supports_record
CHI-B1860-037-S01,CHI-B1860-037,ANDREAS2_EDU,supports_record
CHI-B1860-038-S01,CHI-B1860-038,ANDREAS2_GRAIN,supports_record
CHI-B1860-039-S01,CHI-B1860-039,ANDREAS2_HOSPITALS,supports_record
CHI-B1860-040-S01,CHI-B1860-040,ANDREAS2_INFRA,supports_record
CHI-B1860-041-S01,CHI-B1860-041,ANDREAS2_EDU,supports_record
CHI-B1860-042-S01,CHI-B1860-042,ANDREAS2_EDU,supports_record
CHI-B1860-043-S01,CHI-B1860-043,ANDREAS2_EDU,supports_record
CHI-B1860-044-S01,CHI-B1860-044,ANDREAS2_EDU,supports_record
