building_source_id,building_id,source_key,relationship
CHI-POSTFIRE-CHI1873-032-S02,CHI-POSTFIRE-CHI1873-032,CPLARCH,supports_record
CHI-POSTFIRE-CHI1873-033-S01,CHI-POSTFIRE-CHI1873-033,AND1886V3,supports_record
CHI-POSTFIRE-CHI1873-034-S01,CHI-POSTFIRE-CHI1873-034,LOCOLMSTED,supports_record
CHI-POSTFIRE-CHI1873-035-S01,CHI-POSTFIRE-CHI1873-035,CHAMBERLIN1874,supports_record
CHI-POSTFIRE-CHI1873-035-S02,CHI-POSTFIRE-CHI1873-035,CHICAGOLOGY_DEPOT,supports_record
CHI-POSTFIRE-CHI1873-036-S01,CHI-POSTFIRE-CHI1873-036,CHAMBERLIN1874,supports_record
CHI-POSTFIRE-CHI1873-036-S02,CHI-POSTFIRE-CHI1873-036,CHICAGOLOGY_LASALLE,supports_record
CHI-POSTFIRE-CHI1873-037-S01,CHI-POSTFIRE-CHI1873-037,CHAMBERLIN1874,supports_record
CHI-POSTFIRE-CHI1873-037-S02,CHI-POSTFIRE-CHI1873-037,CHICAGOLOGY_HONORE,supports_record
CHI-POSTFIRE-CHI1873-038-S01,CHI-POSTFIRE-CHI1873-038,CHICAGOLOGY_SINGER,supports_record
CHI-POSTFIRE-CHI1873-039-S01,CHI-POSTFIRE-CHI1873-039,CHICAGOLOGY_STAATS,supports_record
CHI-POSTFIRE-CHI1873-040-S01,CHI-POSTFIRE-CHI1873-040,CHICAGOLOGY_METHODIST,supports_record
CHI-POSTFIRE-CHI1873-041-S01,CHI-POSTFIRE-CHI1873-041,CITYLANDMARKSAPI,supports_record
CHI-POSTFIRE-CHI1873-041-S02,CHI-POSTFIRE-CHI1873-041,CITYCOUNCIL_WASHINGTON,supports_record
CHI-POSTFIRE-CHI1873-042-S01,CHI-POSTFIRE-CHI1873-042,CITYCOUNCIL_LAKEFRANKLIN,supports_record
CHI-POSTFIRE-CHI1873-043-S01,CHI-POSTFIRE-CHI1873-043,CITYCOUNCIL_LAKEFRANKLIN,supports_record
CHI-POSTFIRE-CHI1873-044-S01,CHI-POSTFIRE-CHI1873-044,AND1886V3,supports_record
CHI-POSTFIRE-CHI1873-045-S01,CHI-POSTFIRE-CHI1873-045,AND1886V3,supports_record
CHI-POSTFIRE-CHI1873-046-S01,CHI-POSTFIRE-CHI1873-046,AND1886V3,supports_record
CHI-POSTFIRE-CHI1873-047-S01,CHI-POSTFIRE-CHI1873-047,AND1886V3,supports_record
CHI-POSTFIRE-CHI1873-048-S01,CHI-POSTFIRE-CHI1873-048,AND1886V3,supports_record
CHI-POSTFIRE-CHI1873-049-S01,CHI-POSTFIRE-CHI1873-049,AND1886V3,supports_record
CHI-POSTFIRE-CHI1873-050-S01,CHI-POSTFIRE-CHI1873-050,AND1886V3,supports_record
CHI-POSTFIRE-CHI1873-051-S01,CHI-POSTFIRE-CHI1873-051,AND1886V3,supports_record
CHI-POSTFIRE-CHI1873-052-S01,CHI-POSTFIRE-CHI1873-052,AND1886V3,supports_record
CHI-POSTFIRE-CHI1873-053-S01,CHI-POSTFIRE-CHI1873-053,HOLYTRINITY2017,supports_record
CHI-POSTFIRE-CHI-1874-001-S01,CHI-POSTFIRE-CHI-1874-001,ANDREAS_V3,supports_record
CHI-POSTFIRE-CHI-1874-002-S01,CHI-POSTFIRE-CHI-1874-002,CHM_CRIMINAL,supports_record
CHI-POSTFIRE-CHI-1874-002-S02,CHI-POSTFIRE-CHI-1874-002,CHICAGOLOGY_CRIMINAL,supports_record
CHI-POSTFIRE-CHI-1874-003-S01,CHI-POSTFIRE-CHI-1874-003,CHICAGOLOGY_AMEX,supports_record
CHI-POSTFIRE-CHI-1874-004-S01,CHI-POSTFIRE-CHI-1874-004,CITY_WASHINGTON,supports_record
CHI-POSTFIRE-CHI-1874-005-S01,CHI-POSTFIRE-CHI-1874-005,CHICAGOLOGY_HOYT,supports_record
CHI-POSTFIRE-CHI-1874-006-S01,CHI-POSTFIRE-CHI-1874-006,ANDREAS_V3,supports_record
